id,name_x,species,breed,type,danger_level_x,variety,hunter_id_x,terrain_name,name_y,level,experience,terrain_visited,total_animals_hunted,hunter_id_y,climate,danger_level_y,rarity_factor,description
509,Kathryn,Giraffe,Bengal,Omnivore,Low,Common,H042,Forest,Zara,7,2471,Desert,48,3,Mild,Low,1.0,Balanced area with common animals
510,Mary,Giraffe,Arctic,Omnivore,Low,Common,H037,Volcanic Zone,Tara,7,1073,Desert,36,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
511,Russell,Wolf,Mountain,Predator,Low,Common,H086,Swamp,Zara,6,457,Ruins,32,4,Wet,High,1.6,Murky lands with hidden threats
512,Joshua,Rhino,Indochinese,Predator,Low,Uncommon,H098,Jungle,Reva,2,2266,Mountain,8,1,Humid,High,1.5,Dense forest with dangerous wild predators
513,Gary,Lion,Mountain,Herbivore,High,Common,H049,Swamp,Zara,4,200,Forest,20,4,Wet,High,1.6,Murky lands with hidden threats
514,Krystal,Zebra,Mountain,Omnivore,High,Common,H012,Mountains,Dev,5,572,Canyon,5,5,Cold,Medium,1.3,Rocky regions with agile animals
515,Donna,Giraffe,Snow,Predator,Medium,Common,H029,Swamp,Zara,5,1641,Canyon,48,4,Wet,High,1.6,Murky lands with hidden threats
516,Robert,Giraffe,Snow,Omnivore,Low,Uncommon,H043,Canyon,Zara,5,964,Volcano,11,9,Hot,Medium,1.4,Narrow passages with ambush threats
517,Melinda,Elephant,Arctic,Omnivore,High,Rare,H098,Desert,Reva,2,2266,Mountain,8,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
518,Jeanette,Wolf,Indian,Predator,Low,Rare,H081,Tundra,Dev,9,558,Ruins,16,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
519,Amber,Zebra,Mountain,Predator,Low,Rare,H051,Desert,Reva,8,1830,Riverlands,11,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
520,Adam,Lion,Siberian,Predator,Low,Uncommon,H003,Canyon,Meera,3,1787,Volcano,42,9,Hot,Medium,1.4,Narrow passages with ambush threats
521,Donna,Rhino,Asian,Omnivore,Medium,Common,H066,City Ruins,Dev,6,2668,Volcano,5,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
522,Heather,Giraffe,Arctic,Predator,High,Rare,H065,Tundra,Meera,8,206,Swamp,26,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
523,Janet,Tiger,Asian,Predator,Medium,Uncommon,H089,Swamp,Ravi,9,334,Volcano,12,4,Wet,High,1.6,Murky lands with hidden threats
524,Shannon,Zebra,Indian,Herbivore,Low,Common,H082,City Ruins,Dev,2,2294,Desert,6,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
525,Leslie,Tiger,Sumatran,Omnivore,Medium,Common,H059,Tundra,Meera,8,2418,Swamp,7,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
526,Lucas,Cheetah,Snow,Omnivore,Medium,Common,H080,Forest,Nikhil,5,1228,Forest,40,3,Mild,Low,1.0,Balanced area with common animals
527,Jennifer,Zebra,Mountain,Predator,High,Common,H035,Canyon,Ravi,4,792,Canyon,26,9,Hot,Medium,1.4,Narrow passages with ambush threats
528,Wesley,Rhino,Asian,Omnivore,Low,Rare,H057,City Ruins,Dev,7,1761,Ice Fields,26,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
529,Katherine,Tiger,Mountain,Predator,High,Common,H073,Tundra,Ravi,6,709,Canyon,25,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
530,Amanda,Giraffe,Siberian,Herbivore,High,Rare,H043,City Ruins,Zara,5,964,Volcano,11,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
531,Joseph,Giraffe,Mountain,Omnivore,Low,Common,H060,Swamp,Dev,3,1162,Mountain,50,4,Wet,High,1.6,Murky lands with hidden threats
532,Edward,Wolf,Mountain,Herbivore,High,Rare,H087,Tundra,Ravi,10,1093,Swamp,19,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
533,David,Zebra,Arctic,Predator,High,Uncommon,H035,Volcanic Zone,Ravi,4,792,Canyon,26,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
534,William,Elephant,Indian,Predator,Low,Rare,H098,Canyon,Reva,2,2266,Mountain,8,9,Hot,Medium,1.4,Narrow passages with ambush threats
535,Cynthia,Zebra,Indian,Predator,High,Uncommon,H041,Canyon,Liam,5,1059,Volcano,39,9,Hot,Medium,1.4,Narrow passages with ambush threats
536,Susan,Tiger,Mountain,Predator,High,Uncommon,H087,Desert,Ravi,10,1093,Swamp,19,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
537,Mark,Zebra,Indochinese,Omnivore,Low,Common,H011,Savanna,Kaira,3,1009,Ice Fields,14,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
538,John,Rhino,African,Predator,Medium,Rare,H090,Savanna,Zara,2,2327,Riverlands,22,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
539,Aaron,Leopard,Asian,Herbivore,Medium,Uncommon,H027,Canyon,Ravi,10,1674,Forest,37,9,Hot,Medium,1.4,Narrow passages with ambush threats
540,Scott,Bear,Bengal,Predator,High,Rare,H089,Tundra,Ravi,9,334,Volcano,12,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
541,Jacqueline,Tiger,African,Predator,High,Rare,H089,Jungle,Ravi,9,334,Volcano,12,1,Humid,High,1.5,Dense forest with dangerous wild predators
542,Erin,Cheetah,Mountain,Omnivore,Medium,Rare,H028,Savanna,Liam,5,2836,Desert,49,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
543,Kevin,Giraffe,Sumatran,Omnivore,High,Common,H027,Savanna,Ravi,10,1674,Forest,37,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
544,Robert,Tiger,Indian,Omnivore,Low,Common,H023,Savanna,Zara,5,2278,Volcano,24,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
545,Tracey,Elephant,Arctic,Herbivore,Medium,Rare,H022,Volcanic Zone,Zara,4,2500,Ruins,19,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
546,Matthew,Wolf,Bengal,Omnivore,High,Uncommon,H037,Jungle,Tara,7,1073,Desert,36,1,Humid,High,1.5,Dense forest with dangerous wild predators
547,Kimberly,Giraffe,Sumatran,Herbivore,High,Rare,H076,City Ruins,Dev,1,315,Forest,22,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
548,Brian,Zebra,Arctic,Omnivore,Low,Common,H063,City Ruins,Tara,2,1285,Swamp,43,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
549,Carolyn,Zebra,Indochinese,Predator,Low,Rare,H088,City Ruins,Liam,4,959,Canyon,17,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
550,Andrea,Elephant,Siberian,Herbivore,Low,Common,H003,Jungle,Meera,3,1787,Volcano,42,1,Humid,High,1.5,Dense forest with dangerous wild predators
551,William,Zebra,Asian,Omnivore,Medium,Common,H030,Tundra,Reva,3,524,Jungle,45,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
552,Robert,Zebra,Sumatran,Herbivore,Medium,Rare,H047,Jungle,Meera,9,541,Ice Fields,36,1,Humid,High,1.5,Dense forest with dangerous wild predators
553,John,Wolf,African,Omnivore,High,Common,H067,Canyon,Nikhil,1,2618,Riverlands,16,9,Hot,Medium,1.4,Narrow passages with ambush threats
554,Stephanie,Tiger,African,Herbivore,Low,Common,H098,Tundra,Reva,2,2266,Mountain,8,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
555,Zachary,Lion,Mountain,Predator,Low,Uncommon,H066,Canyon,Dev,6,2668,Volcano,5,9,Hot,Medium,1.4,Narrow passages with ambush threats
556,Jim,Wolf,Siberian,Omnivore,High,Common,H063,Volcanic Zone,Tara,2,1285,Swamp,43,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
557,Kathleen,Cheetah,Bengal,Omnivore,Low,Common,H075,City Ruins,Arjun,7,2244,Jungle,40,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
558,Barry,Giraffe,Indian,Omnivore,High,Uncommon,H077,Tundra,Liam,7,1283,Swamp,42,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
559,Elaine,Cheetah,Sumatran,Omnivore,High,Rare,H019,Desert,Zara,4,1759,Canyon,14,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
560,Christopher,Leopard,Siberian,Herbivore,Medium,Common,H071,Jungle,Reva,6,2104,Ice Fields,16,1,Humid,High,1.5,Dense forest with dangerous wild predators
561,Timothy,Leopard,Asian,Herbivore,Low,Rare,H024,Savanna,Zara,9,1405,Ice Fields,45,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
562,Gloria,Bear,Mountain,Omnivore,Medium,Uncommon,H023,Tundra,Zara,5,2278,Volcano,24,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
563,Cody,Tiger,Indochinese,Omnivore,Medium,Common,H010,Desert,Kaira,2,2495,Canyon,38,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
564,Robert,Cheetah,Mountain,Omnivore,Low,Uncommon,H099,Forest,Tara,9,2822,Ruins,31,3,Mild,Low,1.0,Balanced area with common animals
565,Aaron,Giraffe,Indian,Omnivore,High,Rare,H098,Canyon,Reva,2,2266,Mountain,8,9,Hot,Medium,1.4,Narrow passages with ambush threats
566,Thomas,Leopard,Indochinese,Herbivore,Medium,Common,H096,Swamp,Arjun,5,228,Forest,42,4,Wet,High,1.6,Murky lands with hidden threats
567,Daniel,Giraffe,Sumatran,Predator,Low,Uncommon,H071,Desert,Reva,6,2104,Ice Fields,16,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
568,Michele,Giraffe,Arctic,Predator,Low,Uncommon,H081,Swamp,Dev,9,558,Ruins,16,4,Wet,High,1.6,Murky lands with hidden threats
569,William,Cheetah,Indian,Herbivore,High,Rare,H066,Swamp,Dev,6,2668,Volcano,5,4,Wet,High,1.6,Murky lands with hidden threats
570,Elizabeth,Rhino,Indochinese,Herbivore,Low,Rare,H033,Forest,Meera,9,761,Desert,50,3,Mild,Low,1.0,Balanced area with common animals
571,Jonathan,Rhino,Bengal,Herbivore,High,Uncommon,H051,Canyon,Reva,8,1830,Riverlands,11,9,Hot,Medium,1.4,Narrow passages with ambush threats
572,Melissa,Bear,Indochinese,Omnivore,Medium,Common,H096,Volcanic Zone,Arjun,5,228,Forest,42,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
573,Thomas,Bear,Sumatran,Omnivore,Low,Rare,H018,Mountains,Kaira,8,2257,Desert,22,5,Cold,Medium,1.3,Rocky regions with agile animals
574,Edward,Rhino,African,Herbivore,Medium,Common,H095,Tundra,Tara,4,991,Mountain,41,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
575,Miguel,Wolf,Arctic,Predator,Medium,Uncommon,H060,Canyon,Dev,3,1162,Mountain,50,9,Hot,Medium,1.4,Narrow passages with ambush threats
576,Christina,Elephant,Mountain,Predator,Medium,Rare,H012,Tundra,Dev,5,572,Canyon,5,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
577,Robert,Leopard,Bengal,Predator,Low,Rare,H049,Desert,Zara,4,200,Forest,20,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
578,Nicole,Cheetah,Indian,Herbivore,Medium,Uncommon,H041,Savanna,Liam,5,1059,Volcano,39,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
579,Vanessa,Bear,Snow,Predator,High,Common,H072,Canyon,Tara,4,2685,Jungle,14,9,Hot,Medium,1.4,Narrow passages with ambush threats
580,Deborah,Elephant,Indochinese,Predator,Medium,Uncommon,H071,Jungle,Reva,6,2104,Ice Fields,16,1,Humid,High,1.5,Dense forest with dangerous wild predators
581,Adam,Wolf,Snow,Omnivore,Low,Rare,H035,Volcanic Zone,Ravi,4,792,Canyon,26,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
582,Stephen,Cheetah,Asian,Herbivore,Medium,Common,H004,Desert,Liam,9,1375,Riverlands,41,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
583,Christopher,Elephant,Siberian,Predator,Low,Common,H069,City Ruins,Reva,7,321,Mountain,40,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
584,Kathleen,Zebra,Indian,Omnivore,Medium,Common,H088,Desert,Liam,4,959,Canyon,17,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
585,Michael,Rhino,Asian,Herbivore,Medium,Rare,H029,City Ruins,Zara,5,1641,Canyon,48,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
586,Ruth,Tiger,Indian,Herbivore,Low,Common,H036,Canyon,Dev,10,1402,Mountain,19,9,Hot,Medium,1.4,Narrow passages with ambush threats
587,Thomas,Leopard,Siberian,Omnivore,High,Uncommon,H084,Canyon,Liam,7,1509,Forest,34,9,Hot,Medium,1.4,Narrow passages with ambush threats
588,Brian,Elephant,Snow,Omnivore,Low,Rare,H027,Jungle,Ravi,10,1674,Forest,37,1,Humid,High,1.5,Dense forest with dangerous wild predators
589,Courtney,Cheetah,Snow,Omnivore,Medium,Rare,H054,Jungle,Kaira,6,1775,Volcano,48,1,Humid,High,1.5,Dense forest with dangerous wild predators
590,Amanda,Tiger,Mountain,Predator,Low,Common,H061,Desert,Zara,10,2525,Volcano,27,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
591,Adam,Giraffe,African,Predator,Low,Common,H089,Forest,Ravi,9,334,Volcano,12,3,Mild,Low,1.0,Balanced area with common animals
592,Ryan,Lion,Indochinese,Omnivore,High,Rare,H084,Desert,Liam,7,1509,Forest,34,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
593,Ralph,Zebra,Snow,Herbivore,Medium,Rare,H047,Jungle,Meera,9,541,Ice Fields,36,1,Humid,High,1.5,Dense forest with dangerous wild predators
594,Andrew,Giraffe,Arctic,Herbivore,Medium,Rare,H061,Desert,Zara,10,2525,Volcano,27,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
595,Alyssa,Zebra,Arctic,Herbivore,Medium,Rare,H068,Canyon,Dev,4,2020,Ruins,5,9,Hot,Medium,1.4,Narrow passages with ambush threats
596,Ronald,Zebra,Arctic,Herbivore,Low,Uncommon,H040,Swamp,Ravi,1,850,Ruins,28,4,Wet,High,1.6,Murky lands with hidden threats
597,Jeffrey,Tiger,Siberian,Omnivore,Medium,Rare,H006,Jungle,Arjun,3,2950,Ruins,45,1,Humid,High,1.5,Dense forest with dangerous wild predators
598,Diane,Tiger,Sumatran,Predator,Low,Common,H027,Volcanic Zone,Ravi,10,1674,Forest,37,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
599,Kristen,Rhino,Sumatran,Omnivore,Medium,Uncommon,H063,Canyon,Tara,2,1285,Swamp,43,9,Hot,Medium,1.4,Narrow passages with ambush threats
600,Jason,Bear,Sumatran,Predator,Medium,Rare,H028,Jungle,Liam,5,2836,Desert,49,1,Humid,High,1.5,Dense forest with dangerous wild predators
601,David,Rhino,Indochinese,Omnivore,Low,Uncommon,H074,Savanna,Liam,5,473,Ruins,10,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
602,Robert,Zebra,African,Omnivore,Medium,Common,H098,Canyon,Reva,2,2266,Mountain,8,9,Hot,Medium,1.4,Narrow passages with ambush threats
603,Amanda,Elephant,Sumatran,Omnivore,High,Uncommon,H045,Volcanic Zone,Zara,10,1016,Ruins,27,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
604,Peter,Wolf,Siberian,Herbivore,Medium,Common,H096,Savanna,Arjun,5,228,Forest,42,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
605,Brandon,Zebra,Arctic,Predator,High,Common,H006,Savanna,Arjun,3,2950,Ruins,45,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
606,Melissa,Leopard,African,Predator,Low,Rare,H006,Volcanic Zone,Arjun,3,2950,Ruins,45,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
607,Natalie,Rhino,Mountain,Herbivore,Low,Uncommon,H090,City Ruins,Zara,2,2327,Riverlands,22,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
608,Brendan,Lion,Indian,Omnivore,Medium,Uncommon,H037,Canyon,Tara,7,1073,Desert,36,9,Hot,Medium,1.4,Narrow passages with ambush threats
609,Jacqueline,Bear,Siberian,Omnivore,Medium,Uncommon,H096,Jungle,Arjun,5,228,Forest,42,1,Humid,High,1.5,Dense forest with dangerous wild predators
610,Debbie,Giraffe,Indochinese,Omnivore,Medium,Uncommon,H004,Canyon,Liam,9,1375,Riverlands,41,9,Hot,Medium,1.4,Narrow passages with ambush threats
611,James,Elephant,Sumatran,Herbivore,Medium,Rare,H024,Canyon,Zara,9,1405,Ice Fields,45,9,Hot,Medium,1.4,Narrow passages with ambush threats
612,Sherri,Tiger,Indochinese,Predator,High,Uncommon,H067,Jungle,Nikhil,1,2618,Riverlands,16,1,Humid,High,1.5,Dense forest with dangerous wild predators
613,Jeremy,Cheetah,African,Herbivore,Low,Common,H097,Savanna,Dev,8,1256,Desert,9,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
614,Bruce,Bear,Sumatran,Herbivore,Medium,Common,H043,Volcanic Zone,Zara,5,964,Volcano,11,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
615,Sarah,Zebra,Siberian,Herbivore,High,Common,H089,Volcanic Zone,Ravi,9,334,Volcano,12,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
616,Kyle,Tiger,Bengal,Omnivore,Medium,Common,H014,Jungle,Zara,2,1239,Desert,27,1,Humid,High,1.5,Dense forest with dangerous wild predators
617,Peter,Wolf,Sumatran,Predator,High,Uncommon,H038,Mountains,Liam,9,2014,Swamp,36,5,Cold,Medium,1.3,Rocky regions with agile animals
618,Emily,Zebra,Indian,Predator,High,Common,H013,Savanna,Arjun,3,2868,Canyon,26,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
619,Carlos,Giraffe,Siberian,Predator,Low,Common,H050,Desert,Tara,6,831,Canyon,44,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
620,John,Tiger,Siberian,Herbivore,High,Common,H027,Desert,Ravi,10,1674,Forest,37,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
621,Sean,Cheetah,African,Predator,High,Rare,H010,Mountains,Kaira,2,2495,Canyon,38,5,Cold,Medium,1.3,Rocky regions with agile animals
622,Julia,Leopard,African,Predator,Medium,Common,H080,Swamp,Nikhil,5,1228,Forest,40,4,Wet,High,1.6,Murky lands with hidden threats
623,Ryan,Rhino,Indian,Herbivore,Low,Uncommon,H003,Desert,Meera,3,1787,Volcano,42,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
624,Tina,Elephant,Sumatran,Herbivore,Medium,Rare,H080,Tundra,Nikhil,5,1228,Forest,40,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
625,Caleb,Lion,Indian,Herbivore,Medium,Uncommon,H031,Tundra,Ravi,7,2982,Volcano,43,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
626,Kathleen,Lion,African,Omnivore,High,Common,H035,Volcanic Zone,Ravi,4,792,Canyon,26,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
627,Gregory,Elephant,Arctic,Herbivore,High,Uncommon,H008,Jungle,Liam,6,2972,Riverlands,14,1,Humid,High,1.5,Dense forest with dangerous wild predators
628,Wendy,Lion,Mountain,Predator,Low,Uncommon,H069,Canyon,Reva,7,321,Mountain,40,9,Hot,Medium,1.4,Narrow passages with ambush threats
629,William,Lion,Mountain,Herbivore,Low,Common,H088,Volcanic Zone,Liam,4,959,Canyon,17,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
630,Robert,Wolf,Indian,Predator,Medium,Rare,H022,Swamp,Zara,4,2500,Ruins,19,4,Wet,High,1.6,Murky lands with hidden threats
631,Marilyn,Zebra,Asian,Omnivore,Medium,Uncommon,H100,City Ruins,Nikhil,1,611,Ice Fields,48,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
632,Caroline,Cheetah,Mountain,Omnivore,Low,Rare,H039,Jungle,Reva,1,1756,Ice Fields,6,1,Humid,High,1.5,Dense forest with dangerous wild predators
633,Carolyn,Cheetah,Mountain,Omnivore,High,Rare,H069,Forest,Reva,7,321,Mountain,40,3,Mild,Low,1.0,Balanced area with common animals
634,Ryan,Bear,Mountain,Predator,Low,Uncommon,H081,Desert,Dev,9,558,Ruins,16,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
635,Deborah,Zebra,African,Herbivore,Medium,Common,H038,Mountains,Liam,9,2014,Swamp,36,5,Cold,Medium,1.3,Rocky regions with agile animals
636,Sherry,Wolf,African,Predator,Medium,Common,H071,Tundra,Reva,6,2104,Ice Fields,16,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
637,Pamela,Wolf,Siberian,Herbivore,Low,Common,H045,City Ruins,Zara,10,1016,Ruins,27,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
638,Jason,Wolf,Indian,Herbivore,High,Uncommon,H049,Mountains,Zara,4,200,Forest,20,5,Cold,Medium,1.3,Rocky regions with agile animals
639,Douglas,Giraffe,Bengal,Herbivore,Low,Common,H028,Canyon,Liam,5,2836,Desert,49,9,Hot,Medium,1.4,Narrow passages with ambush threats
640,Amy,Tiger,Mountain,Omnivore,Medium,Uncommon,H063,Canyon,Tara,2,1285,Swamp,43,9,Hot,Medium,1.4,Narrow passages with ambush threats
641,Nicole,Zebra,Sumatran,Omnivore,High,Common,H058,Savanna,Nikhil,9,1316,Volcano,19,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
642,Cheryl,Wolf,Siberian,Predator,Medium,Common,H093,Jungle,Reva,7,311,Canyon,25,1,Humid,High,1.5,Dense forest with dangerous wild predators
643,Ricky,Zebra,Asian,Herbivore,Low,Uncommon,H077,Swamp,Liam,7,1283,Swamp,42,4,Wet,High,1.6,Murky lands with hidden threats
644,Michelle,Bear,Sumatran,Omnivore,Low,Rare,H042,Canyon,Zara,7,2471,Desert,48,9,Hot,Medium,1.4,Narrow passages with ambush threats
645,Pamela,Zebra,Asian,Omnivore,High,Common,H069,Jungle,Reva,7,321,Mountain,40,1,Humid,High,1.5,Dense forest with dangerous wild predators
646,Michael,Cheetah,Arctic,Predator,Low,Uncommon,H015,Swamp,Dev,4,600,Jungle,19,4,Wet,High,1.6,Murky lands with hidden threats
647,Ryan,Bear,Sumatran,Herbivore,Low,Common,H022,Swamp,Zara,4,2500,Ruins,19,4,Wet,High,1.6,Murky lands with hidden threats
648,Tiffany,Lion,Sumatran,Predator,High,Uncommon,H064,Tundra,Nikhil,3,1385,Desert,32,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
649,Lindsay,Bear,Bengal,Omnivore,Medium,Uncommon,H061,Forest,Zara,10,2525,Volcano,27,3,Mild,Low,1.0,Balanced area with common animals
650,Joseph,Zebra,Siberian,Predator,High,Common,H072,Savanna,Tara,4,2685,Jungle,14,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
651,Pamela,Tiger,Arctic,Omnivore,Low,Common,H084,Canyon,Liam,7,1509,Forest,34,9,Hot,Medium,1.4,Narrow passages with ambush threats
652,Tracy,Zebra,Snow,Omnivore,Medium,Uncommon,H042,Desert,Zara,7,2471,Desert,48,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
653,Rebecca,Leopard,African,Omnivore,Medium,Rare,H049,Volcanic Zone,Zara,4,200,Forest,20,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
654,Kristen,Rhino,Asian,Omnivore,High,Common,H065,Savanna,Meera,8,206,Swamp,26,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
655,Robin,Giraffe,Asian,Predator,Low,Rare,H089,Desert,Ravi,9,334,Volcano,12,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
656,Sandra,Bear,Sumatran,Omnivore,Low,Common,H025,City Ruins,Reva,3,1677,Swamp,50,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
657,Jamie,Bear,Asian,Predator,High,Common,H008,Jungle,Liam,6,2972,Riverlands,14,1,Humid,High,1.5,Dense forest with dangerous wild predators
658,Amber,Giraffe,African,Predator,Medium,Rare,H039,Volcanic Zone,Reva,1,1756,Ice Fields,6,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
659,Dana,Cheetah,Indian,Predator,Medium,Rare,H009,Swamp,Ravi,2,2615,Desert,31,4,Wet,High,1.6,Murky lands with hidden threats
660,Amanda,Tiger,Mountain,Omnivore,Medium,Common,H054,Mountains,Kaira,6,1775,Volcano,48,5,Cold,Medium,1.3,Rocky regions with agile animals
661,John,Leopard,Indian,Herbivore,Low,Uncommon,H035,Mountains,Ravi,4,792,Canyon,26,5,Cold,Medium,1.3,Rocky regions with agile animals
662,Heather,Elephant,Asian,Herbivore,Medium,Rare,H027,Savanna,Ravi,10,1674,Forest,37,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
663,Gregory,Leopard,Arctic,Predator,Low,Common,H057,Canyon,Dev,7,1761,Ice Fields,26,9,Hot,Medium,1.4,Narrow passages with ambush threats
664,Michele,Rhino,Bengal,Omnivore,High,Rare,H035,Tundra,Ravi,4,792,Canyon,26,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
665,Samuel,Giraffe,Indian,Herbivore,High,Rare,H013,Swamp,Arjun,3,2868,Canyon,26,4,Wet,High,1.6,Murky lands with hidden threats
666,Jose,Rhino,Asian,Herbivore,Medium,Uncommon,H057,Desert,Dev,7,1761,Ice Fields,26,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
667,Jeffery,Cheetah,Arctic,Herbivore,High,Uncommon,H070,Tundra,Dev,1,1776,Volcano,38,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
668,James,Lion,Indian,Omnivore,Low,Common,H033,City Ruins,Meera,9,761,Desert,50,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
669,Marissa,Zebra,Asian,Omnivore,Medium,Common,H050,Canyon,Tara,6,831,Canyon,44,9,Hot,Medium,1.4,Narrow passages with ambush threats
670,Andres,Elephant,Snow,Predator,Medium,Uncommon,H095,Desert,Tara,4,991,Mountain,41,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
671,David,Tiger,Snow,Predator,Low,Uncommon,H052,City Ruins,Ravi,5,683,Forest,46,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
672,Kathleen,Bear,Indian,Omnivore,Low,Common,H037,Volcanic Zone,Tara,7,1073,Desert,36,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
673,Randy,Tiger,Indochinese,Herbivore,Medium,Common,H024,Swamp,Zara,9,1405,Ice Fields,45,4,Wet,High,1.6,Murky lands with hidden threats
674,Lori,Lion,Arctic,Predator,Medium,Uncommon,H066,Canyon,Dev,6,2668,Volcano,5,9,Hot,Medium,1.4,Narrow passages with ambush threats
675,Gregory,Lion,Siberian,Herbivore,Medium,Common,H091,Forest,Reva,8,2781,Mountain,22,3,Mild,Low,1.0,Balanced area with common animals
676,Jennifer,Bear,Arctic,Herbivore,High,Common,H087,Volcanic Zone,Ravi,10,1093,Swamp,19,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
677,Alicia,Giraffe,Arctic,Herbivore,Medium,Rare,H096,Mountains,Arjun,5,228,Forest,42,5,Cold,Medium,1.3,Rocky regions with agile animals
